"Product ID";Image;Name;Reference;Category;"Price (tax excl.)";"Price (tax incl.)";Quantity;Status;Position
1982;https://virtualagencystaging.com.au/8943/pilot-aviator-mirror-sunglasses.jpg;"Pilot Aviator - Silver Mirror";CTS36029Mi;Aviator;22.681818;24.95;5;0
1980;https://virtualagencystaging.com.au/8942/pilot-aviator-black-sunglasses.jpg;"Pilot Aviator - Black Mirror";CTS36029bl;Aviator;22.681818;24.95;6;0
1979;https://virtualagencystaging.com.au/8941/pilot-aviator-gold-mirror-sunglasses.jpg;"Pilot Aviator - Gold Mirror";CTS36029GM;Aviator;22.681818;24.95;6;0
1977;https://virtualagencystaging.com.au/8927/neon-blue-wayfarers-style-sunglasses-kids.jpg;"Frankie - Matte Blue Kids Sunglasses";HBKW1sNeMBl;Kids;13.590909;14.95;8;0
1976;https://virtualagencystaging.com.au/8988/clear-safety-glasses-slim.jpg;"Clear safety glasses - slim fit";S101;"Clear Lens";13.590909;14.95;12;0
1975;https://virtualagencystaging.com.au/8925/bar-kids-sunglasses-black.jpg;"Hi-bar kids - Black";cts8247nlk;Kids;15.409091;16.95;4;0
1974;https://virtualagencystaging.com.au/8930/flat-top-sunglasses-grey.jpg;"Jiggy - Grey Kids Sunglasses";HBKTuesgrey;Kids;15.409091;16.95;8;0
1973;https://virtualagencystaging.com.au/8884/heart-kids-sunglasses-purple.jpg;"Sweet heart - Black Kids Sunglasses";HBKXOXOPP;Kids;13.590909;14.95;2;0
1972;https://virtualagencystaging.com.au/8804/hudson-grey-aviator-sunglasses.jpg;"Hudson - Grey Aviator Sunglasses";CT33613Sgry;Aviator;22.681818;24.95;2;0
1971;https://virtualagencystaging.com.au/8802/hudson-brown-aviator-sunglasses.jpg;"Hudson - Brown Aviator Sunglasses";CT33613SBrn;Aviator;22.681818;24.95;3;0
1970;https://virtualagencystaging.com.au/8801/hudson-silver-black-aviator-sunglasses.jpg;"Hudson - Silver Black Aviator Sunglasses";CT33613SBl;Aviator;22.681818;24.95;4;0
1969;https://virtualagencystaging.com.au/8800/hudson-black-aviator-sunglasses.jpg;"Hudson - Black Aviator Sunglasses";CT33613Bl;Aviator;22.681818;24.95;2;0
1968;https://virtualagencystaging.com.au/8798/hudson-rose-gold-aviator.jpg;"Hudson - Rose Gold Aviator Sunglasses";CT33613Bl;Aviator;22.681818;24.95;1;0
1967;https://virtualagencystaging.com.au/8794/ryan-clip-on-mirror-rv.jpg;"Ryan – Polarised Clip On Mirror RV";707;"Clip-on & Fitovers";18.136364;19.95;1;0
1966;https://virtualagencystaging.com.au/8793/ryan-clip-on-rose-gold-rv.jpg;"Ryan – Polarised Clip On Rose Gold RV";707;"Clip-on & Fitovers";18.136364;19.95;0;1
1965;https://virtualagencystaging.com.au/8792/ryan-clip-on-green-rv.jpg;"Ryan – Polarised Clip On Light Green RV";707;"Clip-on & Fitovers";18.136364;19.95;3;0
1964;https://virtualagencystaging.com.au/8791/ryan-clip-on-blue-rv.jpg;"Ryan – Polarised Clip On Blue RV";707;"Clip-on & Fitovers";18.136364;19.95;1;0
1963;https://virtualagencystaging.com.au//don-draper-gold.jpg;"Don Draper - Gold Retro Sunglasses";ABZOESDG;Classics;22.681818;24.95;0;1
1962;https://virtualagencystaging.com.au/8742/don-draper-tortoise.jpg;"Don Draper - Tortoise Retro Sunglasses";ABZOESDT;Classics;22.681818;24.95;0;1
1961;https://virtualagencystaging.com.au/8703/round-clear-black-harry-potter-glasses.jpg;"Harry - Round Clear Glasses - Black";CH9513TCLR;"Clear Lens";13.590909;14.95;20;0
1957;https://virtualagencystaging.com.au/8679/black-green-rv-lens-sport-sunglasses.jpg;"Ky - Black & Green";DYXS555BLG;Mens;20.863636;22.95;2;0
1956;https://virtualagencystaging.com.au/8675/ky-mirror.jpg;"Ky - Mirror";DYXS506MBK;Mens;18.136364;19.95;0;1
1955;https://virtualagencystaging.com.au/8669/harley-sports-sunglasses-silver-blue.jpg;"Harley - Silver Blue Mens Sport Sunglasses";HNXS135SB;Sports;27.227273;29.95;0;1
1954;https://virtualagencystaging.com.au/8665/harley-sports-sunglasses-maroon.jpg;"Harley - Maroon Mens Sport Sunglasses";HNXS600BK;Sports;29.954545;32.95;0;1
1953;https://virtualagencystaging.com.au/8661/mikey-black-mirror-sunglasses-kids.jpg;"Mikey - Black - Mirror";HBKIronBBl;Kids;15.409091;16.95;2;0
1952;https://virtualagencystaging.com.au/8610/osbourne-clip-on-red.jpg;"Osbourne – Clip On Red";CT8272rd;"Clip-on & Fitovers";18.136364;19.95;1;0
1951;https://virtualagencystaging.com.au/8608/osbourne-clip-on-green.jpg;"Osbourne – Clip On Green";CT8272gr;"Clip-on & Fitovers";18.136364;19.95;3;0
1950;https://virtualagencystaging.com.au/8606/osbourne-clip-on-blue.jpg;"Osbourne – Clip On Blue";CT8272bl;"Clip-on & Fitovers";18.136364;19.95;1;0
1949;https://virtualagencystaging.com.au/8604/osbourne-clip-on-brown.jpg;"Osbourne – Clip On Brown";CT8272br;"Clip-on & Fitovers";18.136364;19.95;2;0
1948;https://virtualagencystaging.com.au/8602/osbourne-clip-on-chrome.jpg;"Osbourne – Clip On Chrome";CT8272CH;"Clip-on & Fitovers";18.136364;19.95;7;0
1947;https://virtualagencystaging.com.au/8600/osbourne-clip-on-black.jpg;"Osbourne – Clip On Black";CT8272BK;"Clip-on & Fitovers";18.136364;19.95;4;0
1946;https://virtualagencystaging.com.au/8598/cruise-clip-on-red.jpg;"Cruise – Clip On Red";CT8273rd;"Clip-on & Fitovers";22.681818;24.95;3;0
1945;https://virtualagencystaging.com.au/8596/cruise-clip-on-green.jpg;"Cruise – Clip On Green";CT8273gr;"Clip-on & Fitovers";22.681818;24.95;3;0
1944;https://virtualagencystaging.com.au/8594/cruise-clip-on-blue.jpg;"Cruise – Clip On Blue";CT8273Bl;"Clip-on & Fitovers";22.681818;24.95;1;0
1943;https://virtualagencystaging.com.au/8592/cruise-clip-on-brown.jpg;"Cruise – Clip On Brown";CT8273BR;"Clip-on & Fitovers";22.681818;24.95;1;0
1942;https://virtualagencystaging.com.au/8590/cruise-clip-on-chrome.jpg;"Cruise – Clip On Chrome";CT8273CH;"Clip-on & Fitovers";22.681818;24.95;8;0
1941;https://virtualagencystaging.com.au/8588/cruise-clip-on-black.jpg;"Cruise – Clip On Black";CT8273BK;"Clip-on & Fitovers";22.681818;24.95;0;1
1940;https://virtualagencystaging.com.au/8586/travolta-clip-on-blue.jpg;"Travolta – Clip On Blue";CT8271BL;"Clip-on & Fitovers";22.681818;24.95;2;0
1939;https://virtualagencystaging.com.au/8584/travolta-clip-on-red.jpg;"Travolta – Clip On Red";CT8271RD;"Clip-on & Fitovers";22.681818;24.95;4;0
1938;https://virtualagencystaging.com.au/8582/travolta-clip-on-green.jpg;"Travolta – Clip On Green";CT8271GR;"Clip-on & Fitovers";22.681818;24.95;4;0
1937;https://virtualagencystaging.com.au/8580/travolta-clip-on-brown.jpg;"Travolta – Clip On Brown";CT8271BR;"Clip-on & Fitovers";22.681818;24.95;7;0
1936;https://virtualagencystaging.com.au/8578/travolta-clip-on-chrome.jpg;"Travolta – Clip On Chrome";CT8271CH;"Clip-on & Fitovers";22.681818;24.95;14;0
1935;https://virtualagencystaging.com.au/8576/travolta-clip-on-black.jpg;"Travolta – Clip On Black";CT8271BK;"Clip-on & Fitovers";22.681818;24.95;12;0
1934;https://virtualagencystaging.com.au/8575/brando-clip-on-red.jpg;"Brando – Clip On Red";CT8270RD;"Clip-on & Fitovers";22.681818;24.95;3;0
1933;https://virtualagencystaging.com.au/8573/brando-clip-on-green.jpg;"Brando – Clip On Green";CT8270GR;"Clip-on & Fitovers";22.681818;24.95;2;0
1932;https://virtualagencystaging.com.au/8571/brando-clip-on-blue.jpg;"Brando – Clip On Blue";CT8270BL;"Clip-on & Fitovers";22.681818;24.95;1;0
1931;https://virtualagencystaging.com.au/8569/brando-clip-on-brown.jpg;"Brando – Clip On Brown";CT8270BR;"Clip-on & Fitovers";22.681818;24.95;5;0
1930;https://virtualagencystaging.com.au/8567/brando-clip-on-chrome.jpg;"Brando – Clip On Chrome";CT8270CH;"Clip-on & Fitovers";22.681818;24.95;7;0
1929;https://virtualagencystaging.com.au/8564/brando-clip-on-black.jpg;"Brando – Clip On Black";CT8270BK;"Clip-on & Fitovers";22.681818;24.95;10;0
1928;https://virtualagencystaging.com.au/8563/guarded-aviator-mirror.jpg;"Guarded - Mirror ";CTS6170mi;Aviator;31.772727;34.95;0;1
1927;https://virtualagencystaging.com.au/8562/guarded-aviator-gold.jpg;"Guarded - Gold ";CTS6170bg;Aviator;31.772727;34.95;2;0
